question,Intent
"Aku merasa sedih banget, aku ingin mencoba konseling untuk mengatasi gejala fisik ini",Menyatakan Perasaan Percaya; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku mau ngomong sama konselor ini sih, aku nggak bisa melawan emosi benci ini yang selalu muncul kalau aku lihat dia.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku lagi kesulitan ngomong sama mantan, niatnya aku mau coba konseling tapi aku lagi sakit kepala banget.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku merasa jijik sama temenku yang selalu ngomong seenaknya, aku butuh bantuan profesional supaya aku nggak jadi korban lagi.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku niatnya mau ke konseling tapi aku lagi mual, mungkin aku butuh bantuan dari konselor supaya aku nggak pusing lagi.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku merasa muak sama situasi ini, aku butuh bantuan dari profesional supaya aku bisa keluar dari situasi yang selalu membuatku sakit kepala.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
aku lagi kelelahan karena kuliah dan aku butuh bantuan dari konselor supaya aku bisa menemukan caranya untuk mengelola stres.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku niatnya mau ngobrol sama konselor tentang masalah ini, tapi aku lagi gemetar, mungkin aku butuh sedikit waktu lagi.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku merasa jijik sama tindakan temenku yang tidak adil, aku butuh bantuan profesional supaya aku bisa menemukan cara untuk mengatasi perasaan ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku lagi kesal sama diri sendiri karena aku tidak bisa melawan emosi benci ini, aku butuh bantuan dari konselor supaya aku bisa lebih stabil.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku niatnya mau ke konseling tapi aku lagi tidak bisa keluar dari tempat ini, aku butuh bantuan dari profesional supaya aku bisa lebih mandiri.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku merasa benci sama situasi ini, aku butuh bantuan dari konselor supaya aku bisa menemukan cara untuk mengatasi perasaan ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku lagi sakit kepala banget karena aku terlalu fokus pada kuliah, aku butuh bantuan dari konselor supaya aku bisa lebih seimbang.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku lagi kesulitan ngomong sama orang tua, niatnya aku mau coba konseling tapi aku lagi muak dengan situasi ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku merasa enggan sama kelas ini, aku butuh bantuan dari konselor supaya aku bisa menemukan caranya untuk mengatasi kebosanan.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku lagi sakit kepala banget karena aku terlalu banyak stres, aku butuh bantuan dari konselor supaya aku bisa lebih stabil.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku merasa jijik sama temenku yang tidak menghargai, aku butuh bantuan profesional supaya aku bisa mengatasi perasaan ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku niatnya mau ke konseling tapi aku lagi pusing, mungkin aku butuh sedikit waktu lagi.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"aku niatnya mau ngobrol sama konselor tentang masalah ini, tapi aku lagi muak dengan situasi ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa cemas banget, sakit kepala ku masih terus berdenyut, dan aku khawatir aku nggak bisa melanjutkan kuliah nanti",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa gugup saat mendengar suara keras, aku nggak bisa menenangkan diri sendiri, dan aku merasa mual",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku mengalami kelelahan yang berkepanjangan dan aku butuh bantuan konseling untuk mengatasi kecemasan ini,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku merasa khawatir aku nggak akan bisa lulus kuliah jika aku terus mengalami gejala sakit kepala ini,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh bantuan profesional untuk mengatasi kecemasan yang membuat aku tidak bisa tidur,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa panik saat mendengar kabar buruk, aku sakit kepala, dan aku nggak bisa fokus",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami sesak napas setelah berolahraga, aku merasa takut akan hal-hal yang tidak diketahui, dan aku butuh konseling untuk mengatasi kecemasan ini",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa cemas saat melihat teman aku yang sedang sakit, aku nggak bisa menahan air mataku, dan aku butuh dukungan psikologis",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa gugup saat harus berbicara di depan umum, aku sakit kepala, dan aku butuh bantuan konseling",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami gejala fisik seperti mual dan muntah setelah makan, aku merasa khawatir aku nggak bisa menjalani hidup ini, dan aku butuh bantuan profesional",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa takut akan hal-hal yang tidak diketahui, aku nggak bisa menenangkan diri sendiri, dan aku butuh konseling untuk mengatasi kecemasan ini",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami kelelahan yang berkepanjangan, aku merasa cemas banget, dan aku butuh bantuan konseling",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami gejala fisik seperti gemetar dan kelemahan otot, aku merasa khawatir aku nggak bisa melanjutkan kuliah nanti, dan aku butuh bantuan profesional",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa cemas banget, aku sakit kepala, dan aku butuh bantuan profesional",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami kelelahan yang berkepanjangan, aku butuh bantuan profesional, dan aku merasa cemas banget",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami gejala fisik seperti sesak napas, aku merasa takut akan hal-hal yang tidak diketahui, dan aku butuh konseling untuk mengatasi kecemasan ini",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mengalami gejala fisik seperti kelelahan yang berkepanjangan, aku merasa cemas banget, dan aku butuh bantuan profesional",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku tidak sabar nih, sakit kepala banget sama sekali, kayaknya aku butuh konseling tuh",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku jengkel banget sama gajinya, kayaknya aku perlu dukungan psikologis gitu",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Sakitnya pusing kayak diputar-putar, aku butuh bantuan profesional sih",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku nggak tahu apa lagi yang salah, tapi aku merasa tidak enak badan sih",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa sakit kepala kayak dimarahin, kayaknya aku butuh konseling tuh malam nih",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku sedih sih, tapi aku juga merasa sakit di perut seperti mual banget",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh konseling tuh nih, sakitnya kepala kayak ingin pecah",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa tidak sabar nih, aku ingin cepat sembuh dari sakitnya",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku kayaknya butuh bantuan profesional, sakitnya pusing kayak ingin mati",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku jengkel banget sama orang tuaku, kayaknya aku butuh dukungan psikologis sih",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku tidak tahu apa lagi yang salah, tapi aku merasa sakit di kepala kayak ingin pecah",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh bantuan profesional sih, sakitnya kepala kayak ingin mati",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku kayaknya butuh konseling tuh nih, sakitnya pusing kayak ingin mati",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa sakit di kepala kayak ingin pecah, kayaknya aku butuh dukungan psikologis gitu",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa sakit di kepala kayak ingin pecah, kayaknya aku perlu dukungan psikologis sih",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku nggak bisa sabar sih, kepala aku pusing dan papa tahu apa yang aku lakukan saat ini, aku butuh bantuan gitu",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mau tanya, apakah aku ada gejala-gejala mental sih, aku sering mual dan sakit perut, aku benci kalau harus makan di dekatnya, aku butuh bantuan profesional banget",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku nggak bisa move on dengan kejadian itu, aku selalu merasa sakit kepala dan pusing, aku butuh bantuan orang dewasa untuk mengatasi masalah ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh teman yang bisa mendengarkan aku dengan sabar, tapi aku malu untuk mengungkapkan perasaanku, aku selalu merasa lelah dan kelelahan, aku butuh bantuan profesional untuk mengatasi masalah ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa sedih karena aku ketinggalan tugas, aku butuh bantuan kakak konseling untuk mengatasi perasaanku, aku merasa sakit kepala dan pusing saat ini, aku butuh bantuan profesional",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Siapa pun yang mendengarkan aku, aku merasa lebih baik, aku butuh bantuan orang dewasa untuk mengatasi masalah ini, aku malu untuk mengungkapkan perasaanku, aku merasa lelah dan kelelahan",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku baru saja mengalami kejadian yang membuat aku merasa benci dan jijik, aku butuh bantuan profesional untuk mengatasi perasaanku, aku merasa sakit kepala dan pusing saat ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa sedih karena aku ketinggalan tugas, aku butuh bantuan kakak konseling untuk mengatmu, aku merasa sakit perut dan mual, aku butuh bantuan profesional banget",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku benci kalau harus menghadapi situasi ini, aku butuh bantuan orang dewasa untuk mengatasi masalah ini, aku merasa sakit kepala dan pusing",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa sedih karena aku ketinggalan tugas, aku butuh bantuan kakak konseling untuk mengatamu, aku merasa lelah dan kelelahan, aku butuh bantuan profesional",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh teman yang bisa mendengarkan aku dengan sabar, tapi aku malu untuk mengungkapkan perasaanku, aku butuh bantuan profesional untuk mengatasi masalah ini, aku merasa sakit perut dan mual",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh koneksi internet untuk menyelesaikan tugas, tapi aku malu untuk mengungkapkan perasaanku, aku butuh bantuan profesional untuk mengatasi masalah ini, aku merasa lelah dan kelelahan",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh bantuan profesional untuk mengatasi masalah ini, aku merasa sakit perut dan mual, aku benci kalau harus menghadapi situasi ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh bantuan profesional untuk mengatasi masalah ini, aku merasa lelah dan kelelahan, aku merasa sakit kepala dan pusing, aku benci kalau harus menghadapi situasi ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh teman yang bisa mendengarkan aku dengan sabar, tapi aku malu untuk mengungkapkan perasaanku, aku butuh bantuan profesional untuk mengatasi masalah ini, aku merasa sakit kepala dan pusing, aku benci kalau harus menghadapi situasi ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku baru saja mengalami kejadian yang membuat aku merasa benci dan jijik, aku butuh bantuan profesional untuk mengatasi perasaanku, aku merasa lelah dan kelelahan, aku merasa sakit perut dan mual",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa sedih karena aku ketinggalan tugas, aku butuh bantuan kakak konseling untuk mengatamu, aku merasa sakit perut dan mual, aku butuh bantuan profesional, aku merasa lelah dan kelelahan",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku butuh koneksi internet untuk menyelesaikan tugas, tapi aku malu untuk mengungkapkan perasaanku, aku butuh bantuan profesional untuk mengatasi masalah ini, aku merasa sakit kepala dan pusing, aku benci kalau harus menghadapi situasi ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku benci kalau harus menghadapi situasi ini, aku butuh bantuan orang dewasa untuk mengatasi masalah ini, aku merasa sakit perut dan mual, aku merasa lelah dan kelelahan",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku baru saja mengalami kejadian yang membuat aku merasa benci dan jijik, aku butuh bantuan profesional untuk mengatasi perasaanku, aku merasa lelah dan kelelahan, aku benci kalau harus menghadapi situasi ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa sedih karena aku ketinggalan tugas, aku butuh bantuan kakak konseling untuk mengatamu, aku merasa sakit kepala dan pusing, aku merasa sakit perut dan mual",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi merasa sedih karena aku ketinggalan tugas, aku butuh bantuan kakak konseling untuk mengatamu, aku merasa sakit perut dan mual, aku benci kalau harus menghadapi situasi ini",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku merasa sangat kesal dengan nilai UAS yang nggak sesuai dengan usaha aku sih.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku jengkel sekali dengan guru yang selalu tidak sabar dengan kami mahasiswa.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku duka banget karena harus meninggalkan teman-teman kuliah di hari libur.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa sedih dan sendirian setiap kali aku harus pulang ke rumah.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku tidak sabar untuk segera mengambil gelar S1 setelah beberapa tahun kuliah.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa tidak berharga karena tidak bisa mendapatkan pekerjaan yang diinginkan.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa putus asa dengan kondisi ekonomi keluarga yang selalu mengalami kesulitan.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku kesal dengan teman yang tidak menepati janji untuk bertemu kuliah.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku jengkel dengan sistem pendidikan Indonesia yang terlalu formal.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku duka karena harus meninggalkan hobi yang sangat disukai.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku sedih setiap kali aku harus menghadapi ujian yang sangat sulit.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku tidak sabar untuk segera menyelesaikan skripsi.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa tidak berharga karena tidak bisa menemukan pekerjaan yang sesuai dengan minat.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa putus asa dengan kondisi keuangan yang tidak stabil.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa sendirian setiap kali aku harus menghadapi masalah sendirian.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku kesal dengan aturan yang terlalu ketat di kampus.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku jengkel dengan sistem akademik yang terlalu berat.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku duka karena harus menghadapi kehilangan teman yang sangat dekat.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku sedih setiap kali aku harus meninggalkan keluarga yang sangat dicintai.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku tidak sabar untuk segera menjadi mahasiswa yang sukses.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa tidak berharga karena tidak bisa menemukan jati diri yang tepat.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa putus asa dengan kondisi lingkungan yang tidak mendukung.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku kesal dengan kurikulum yang terlalu umum.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku jengkel dengan sistem pengelolaan sumber daya yang tidak efektif.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku duka karena harus menghadapi kehilangan kepercayaan diri.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku sedih setiap kali aku harus menghadapi kegagalan.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku tidak sabar untuk segera memiliki karier yang stabil.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku merasa tidak berharga karena tidak bisa menemukan tujuan hidup yang jelas.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku kesal dengan sistem pendidikan yang terlalu teori.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku jengkel dengan kurikulum yang terlalu rigid.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku sedih setiap kali aku harus meninggalkan hobi yang sangat disukai.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
Aku kesal dengan sistem yang terlalu kompleks.,Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Marah dan Frustasi
"Aku gugup banget kalau harus makan dalam waktu singkat sebelum ujian, aku khawatir aku capek dan nggak bisa fokus",Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
"Aku kaget banget tahu aku bisa ke ujian sekarang juga, aku cemas aku nggak siap",Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa takut kalau aku tidak dapat nilai yang cukup untuk masuk perguruan tinggi idaman,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku bingung dan tidak percaya kalau aku harus hadapi tes masuk kuliah dalam waktu singkat,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
"Aku panik karena aku lupa membawa buku catatan ke kelas, aku merasa terancam tidak bisa menyelesaikan tugas",Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku tidak percaya aku bisa menyelesaikan proyek kelompok dengan waktu yang singkat,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa cemas karena aku memiliki banyak tugas yang harus diselesaikan dalam waktu dekat,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku gugup karena aku harus menghadapi presentasi sendirian di depan kelas,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku bingung karena aku tidak mengerti materi yang dipelajari hari ini,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku kaget tahu aku harus menghadapi ujian akhir semester ini,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa takut karena aku memiliki banyak kesalahan dalam pekerjaan saya,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku cemas karena aku tidak memiliki pengetahuan yang cukup untuk menghadapi ujian,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku panik karena aku tidak bisa menemukan jawaban pertanyaan di dalam buku catatan,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa gugup karena aku harus menghadapi interaksi dengan orang-orang baru,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku bingung karena aku tidak mengetahui arah yang benar untuk pergi ke tempat yang saya inginkan,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa takut karena aku tidak memiliki cukup uang untuk membayar biaya kuliah,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku cemas karena aku tidak bisa menemukan informasi yang dibutuhkan untuk menyelesaikan tugas,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku panik karena aku tidak bisa menemukan jawaban pertanyaan pada waktu yang tepat,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku kaget karena aku tidak mengetahui bahwa ujian akan diadakan hari ini,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa terancam karena aku tidak memiliki dukungan yang cukup dari keluarga untuk menyelesaikan kuliah,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku gugup karena aku harus menghadapi wawancara kerja dalam waktu singkat,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku tidak percaya aku bisa menyelesaikan proyek dengan anggaran yang terbatas,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku panik karena aku tidak bisa menemukan tempat yang tepat untuk menyelesaikan tugas,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku kaget karena aku menemukan kesalahan besar dalam pekerjaan saya,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku merasa terancam karena aku tidak memiliki kemampuan yang cukup untuk menyelesaikan proyek,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Aku gugup karena aku harus menghadapi interaksi dengan orang-orang yang tidak saya kenal,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
