question,Intent
"Saya banyak bertanya kepada teman-teman yang lebih paham. Saya juga mencoba mengulang materi sendiri, tapi tetap terasa sulit bagi saya.",Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Saya sebenarnya ingin mengikuti kelas tambahan atau bimbingan belajar, tapi saya ragu apakah saya masih bisa melanjutkan kuliah.",Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"Saya ingin mencari pekerjaan yang masih berhubungan dengan bidang teknik atau pekerjaan yang bisa membantu saya menabung. Kalau bisa, saya ingin bekerja di Maranatha, mungkin sebagai asisten laboratorium atau posisi lain yang memungkinkan.",Perasaan Sebelum Menghadapi Kejadian
"Ayah saya pernah bilang bahwa saya ini aneh, bahwa saya merasakan hal yang tidak wajar.",Perasaan Sedih dan Kehilangan
"Biasanya muncul saat saya merasa sendirian. Ketika saya melihat teman-teman yang bisa bermain bersama, tapi saya tidak pernah diajak. Rasanya saya tidak dibutuhkan dan tidak ada yang peduli jika saya ada atau tidak.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan; Perasaan Marah dan Frustasi
"Hanya ayah saya. Tapi seperti yang saya bilang, dia malah memarahi saya",Perasaan Sedih dan Kehilangan
"Saya ingin punya teman, tapi saya tidak tahu bagaimana memulainya.",Perasaan Sedih dan Kehilangan
Tapi saya takut mereka tidak akan peduli dengan saya.,Perasaan Takut dan Kecemasan
"Saya sebenarnya suka bahasa Mandarin dan budaya Cina, makanya saya mengambil program ini.",Rasa Syukur dan Apresiasi
Itu bisa dicoba. Saya ingin punya teman yang bisa mengerti saya.,Rasa Syukur dan Apresiasi
"Saya tidak tahu. Saya takut kalau saya mencoba lagi, saya akan dikhianati lagi.",Perasaan Takut dan Kecemasan
"Mungkin saya bisa mulai berbicara dengan teman di kampus yang sudah lama saya kenal. Saya tahu dia tidak pernah menjelek-jelekkan saya, tapi saya juga tidak pernah terlalu terbuka dengannya.",Perasaan Percaya ; Perasaan Sedih dan Kehilangan
Saya mengerti. Saya akan coba perlahan.,Perasaan Percaya 
Tapi bagaimana caranya? Saya masih merasa marah dan kecewa.,Perasaan Sedih dan Kehilangan; Perasaan Marah dan Frustasi
Tapi saya tidak tahu bagaimana cara mengekspresikannya dengan benar.,Perasaan Takut dan Kecemasan
"Pernah, tapi saya tidak begitu paham bagaimana cara melakukannya.",Perasaan Sedih dan Kehilangan
"Tapi saya takut kalau saya mengatakan itu, justru akan memperburuk hubungan saya dengan B dan teman-teman lainnya.",Perasaan Takut dan Kecemasan
"Baik, saya akan mencoba. Tapi mungkin saya butuh latihan dulu.",Perasaan Percaya 
"Iya. Saya takut kalau saya memaksa, saya akan dianggap membangkang atau tidak menghormati dosen.",Perasaan Takut dan Kecemasan
Orang tua saya tidak akan senang kalau saya pergi ke psikiater. Nenek saya dulu ke psikiater dan selalu diberi obat dalam jumlah banyak. Akhirnya dia malah terkena diabetes. Orang tua saya tidak ingin hal itu terjadi pada saya.,Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
Mungkin... Tapi saya juga tidak yakin. Saya tidak mau ada orang lain yang tahu soal ini.,Perasaan Sebelum Menghadapi Kejadian
"Oke, saya akan coba.",Perasaan Percaya 
"Itu susah, Kak. Saya bahkan tidak tahu harus mulai dari mana.",Perasaan Takut dan Kecemasan
"Iya, saya ingin tinggal hanya dengan ibu. Saya merasa lebih bisa bercerita kepadanya, meskipun kami juga sering bertengkar.",Perasaan Sebelum Menghadapi Kejadian
"Tidak, saya tidak mau ke psikiater. Saya tidak mau minum obat seperti nenek saya dulu.",Perasaan Benci dan Jijik
Tapi orang tua saya tidak akan setuju,Perasaan Percaya 
"Aku sebenarnya lebih bisa memahami materi jika belajar bersama. Tapi karena aku belum punya teman dekat di kampus, aku lebih banyak belajar sendiri.",Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
Rasanya nyaman. Aku bisa cerita banyak hal tanpa merasa takut dihakimi.,Rasa Syukur dan Apresiasi
"Biasanya kalau aku ketahuan melanggar aturan yang ibuku buat. Kalau aku ketahuan pacaran, ikut organisasi, atau melakukan hal di luar akademik, pasti langsung dimarahi.",Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"Maaf, Kak, ibuku marah besar. Aku harus pulang sekarang.",Perasaan Takut dan Kecemasan
"Mungkin aku harus coba, ya?",Perasaan Percaya 
Aku mauÂ tapi aku nggak tahu gimana caranya.,Perasaan Sebelum Menghadapi Kejadian
Aku mauÂ tapi aku takut.,Perasaan Takut dan Kecemasan
"Mungkin karena aku merasa mereka lebih kompetitif? Aku ngerasa nggak punya tempat di sana. Aku takut kalau aku berusaha lebih keras, aku malah dinilai sok atau jadi saingan mereka.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"Aku belum pernah coba, tapi aku mau coba kalau itu bisa membantu.",Perasaan Percaya ; Reaksi Terkejut dan Tidak Terduga
"Iya, KakÂ Aku jadi takut kalau kejadian itu bakal terulang lagi.",Perasaan Takut dan Kecemasan
"Kayaknya lebih banyak negatifnya, Kak. Aku jadi overthinking terus. KayakÂ dia masih peduli nggak, ya? Atau aku cuma jadi cadangan buat dia?",Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Sebagian besar sih karena mantanku, tapi ada juga karena kuliah. Aku jadi nggak fokus, Kak. Aku gampang terdistraksi, sering kepikiran mantanku pas lagi belajar atau pas di kampus.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"KayaknyaÂ nggak, Kak. Tapi aku juga nggak tahu harus gimana.",Perasaan Sebelum Menghadapi Kejadian
"Aku suka nulisÂ Tapi kadang kalau aku udah terlalu sedih, aku malah nyakitin diri sendiri.",Perasaan Percaya ; Perasaan Takut dan Kecemasan
NggakÂ Aku takut kalau mereka nggak mau ngobrol balik atau malah cuek.,Perasaan Takut dan Kecemasan
Mungkin bisa dicobaÂ Tapi gimana kalau mereka nggak balas?,Perasaan Takut dan Kecemasan
"IyaÂ Kadang aku berpikir, apakah aku ini salah terus di mata mereka?",Perasaan Benci dan Jijik
IyaÂ Aku akan coba,Perasaan Percaya 
"Kadang nyaman, kadang nggak. Aku suka kalau punya teman yang bisa diajak diskusi soal akademik, tapi aku juga merasa ada sesuatu yang kurang. Kayak, kok rasanya aku tetap merasa nggak sepenuhnya diterima?",Rasa Syukur dan Apresiasi; Perasaan Sedih dan Kehilangan
"Nggak pernah. Aku merasa ibuku adalah sosok yang sulit aku dekati. Aku ingin dekat, tapi nggak tahu bagaimana caranya.",Perasaan Takut dan Kecemasan
"Itu masuk akalÂ Aku ingin sukses bukan hanya karena ayah, tapi juga karena aku suka bidang ini.",Rasa Syukur dan Apresiasi
"Aku biasanya menyendiri, mendengarkan musik, atau menulis jurnal. Tapi kadang aku hanya menahan semuanya sendiri dan itu rasanya nggak enak.",Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
Itu terdengar lebih terarahÂ Aku bisa coba itu!,Perasaan Percaya 
"Ya, mungkin seperti itu.",Perasaan Percaya 
Aku tidak tahu. Aku tidak terbiasa memikirkan hal-hal seperti itu.,Perasaan Sebelum Menghadapi Kejadian
Itu masuk akal. Saya memang sering merasa seperti membeku saat dimarahi.,Perasaan Marah dan Frustasi
"Iya, saya pikir itu satu-satunya cara agar saya bisa membantu keluarga dan tidak terlalu membebani mereka.",Perasaan Marah dan Frustasi
"Itu masuk akal, Kak. Saya memang selalu berpikir bahwa saya akan dipermalukan, padahal kenyataannya teman-teman saya baik-baik saja.",Perasaan Sebelum Menghadapi Kejadian
"Oke, Kak.",Perasaan Takut dan Kecemasan
"IyaÂ aku tahu ini nggak baik, tapi selalu aja kejadian kayak gini.",Perasaan Marah dan Frustasi
Biasanya saat aku sendirianÂ atau saat aku merasa sangat stres. Terutama kalau aku sedang diperlakukan tidak adil oleh orang tua atau saat aku diingatkan tentang masa lalu.,Perasaan Marah dan Frustasi
"Ada, aku nggak suka pelajaran yang terlalu banyak hitung-hitungan atau yang harus ngapalin rumus-rumus. Kalau mata kuliah itu, aku langsung kehilangan semangat buat belajar.",Perasaan Marah dan Frustasi
Kayaknya bisa dicobaÂ tapi aku takut kalau mereka nggak nerima aku.,Perasaan Marah dan Frustasi
NggakÂ biasanya aku cuma menyendiri aja sampai perasaannya hilang sendiri.,Perasaan Marah dan Frustasi
Itu masuk akal sihÂ aku nggak pernah coba cara-cara itu sebelumnya.,Perasaan Sebelum Menghadapi Kejadian
"WahÂ ternyata ini lumayan membantu, ya.",Perasaan Sebelum Menghadapi Kejadian
"Wah, aku jadi lebih tenangÂ Aku bakal coba latihan ini kalau panik lagi.",Perasaan Sebelum Menghadapi Kejadian
"Belum sihÂ Aku biasanya malah tenggelam di media sosial, stalking dia atau nge-scroll tanpa tujuan.",Perasaan Marah dan Frustasi
"WowÂ aku jadi lebih tenang, Kak.",Perasaan Sebelum Menghadapi Kejadian
OkeÂ Aku coba deh.,Perasaan Percaya 
BelumÂ Tapi aku biasanya mendengarkan musik atau menyendiri.,Perasaan Sebelum Menghadapi Kejadian
Rasanya lebih enakÂ Kayaknya aku bisa coba ini kalau sedang cemas.,Perasaan Sebelum Menghadapi Kejadian
"Iya, mereka baik. Aku merasa nyaman, tapi kadang aku masih ragu untuk cerita lebih banyak",Perasaan Marah dan Frustasi; Perasaan Sebelum Menghadapi Kejadian
YaÂ Aku mau mencoba.,Perasaan Percaya 
"Oke, aku bisa coba itu.",Perasaan Percaya 
Itu terdengar masuk akalÂ Aku sering merasa kewalahan kalau harus mengerjakan semuanya sekaligus.,Perasaan Sebelum Menghadapi Kejadian
"Aku tidak tahu apakah itu akan membantu, tapi aku bisa mencobanya.",Perasaan Sebelum Menghadapi Kejadian
"Aku tidak yakin bisa melakukannya. Aku merasa kalau aku menurunkan standar, aku akan ikut menjadi seperti mereka.",Perasaan Marah dan Frustasi
Aku akan coba memikirkannya... Tapi aku masih merasa sulit untuk benar-benar mengubah cara pandangku.,Perasaan Marah dan Frustasi
"Saya mencoba, tapi saya masih kesulitan fokus.",Perasaan Marah dan Frustasi
Saya merasa lebih nyaman. Saya paling suka gerakan menyentuh dada dengan lembut dan memeluk diri sendiri.,Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih tenang setelah melakukan ini.,Perasaan Sebelum Menghadapi Kejadian
"Saya merasa lebih tenang setelah mencoba ini, Kak.",Perasaan Sebelum Menghadapi Kejadian
"Iya, itu benar. Saya memang menikmati perkuliahan, walaupun saya masih beradaptasi.",Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih tenang setelah mencoba ini.,Perasaan Sebelum Menghadapi Kejadian
"Saya suka latihan ini, Kak. Saya merasa lebih baik setelah mengatakannya.",Perasaan Sebelum Menghadapi Kejadian
Itu terdengar mudah. Saya akan mencobanya jika merasa marah lagi.,Perasaan Percaya 
"Itu terdengar seperti ide yang baik. Saya tidak ingin terus menyimpan dendam, tapi saya juga tidak mau berhubungan lagi dengannya.",Perasaan Sedih dan Kehilangan
"Itu terdengar lebih sopan, tapi tetap menyampaikan apa yang saya inginkan ya?",Perasaan Percaya ; Perasaan Sebelum Menghadapi Kejadian
"Itu bisa dicoba, Kak. Tapi aku takut orang-orang sudah punya kelompoknya masing-masing.",Perasaan Percaya ; Perasaan Takut dan Kecemasan
"Aku akan coba lebih aktif berbicara, Kak.",Perasaan Percaya ; Perasaan Sebelum Menghadapi Kejadian
"Baik, Kak. Mungkin aku bisa mulai melukis atau jalan-jalan sebentar untuk mengurangi stres.",Perasaan Percaya 
Hmm... aku tidak tahu apakah itu bisa berhasil. Tapi mungkin aku bisa mencoba.,Perasaan Percaya ; Perasaan Takut dan Kecemasan
"Tidak usah, Kak. Aku takut nanti malah tambah parah. Aku akan coba bicara sendiri nanti.",Perasaan Percaya ; Perasaan Takut dan Kecemasan
"Journaling? Aku tidak terbiasa menulis tentang diriku sendiri, Kak.",Perasaan Sedih dan Kehilangan
Oke... Saya akan pikirkan lagi.,Perasaan Sebelum Menghadapi Kejadian
Mungkin... Saya tidak tahu. Saya harus berpikir dulu.,Perasaan Sebelum Menghadapi Kejadian
"Baik, aku akan mencobanya.",Perasaan Percaya 
"Baik, Kak. Terima kasih banyak.",Rasa Syukur dan Apresiasi
"Iya, Kak. Aku bakal coba. Terima kasih sudah mendengarkan.",Perasaan Percaya ; Rasa Syukur dan Apresiasi
"Iya, Kak. Itu kayaknya bisa membantu banget.",Rasa Syukur dan Apresiasi
"Terima kasih, Kak. Aku nggak nyangka aku bisa cerita sejauh iniÂ",Rasa Syukur dan Apresiasi
"Terima kasih, Kak. Aku akan coba semuanya, semoga bisa lebih baik.",Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
"Iya, Kak. Aku bakal cobaÂ Aku juga mau lanjut konseling sih, mungkin ini bisa membantu aku pelan-pelan.",Perasaan Sebelum Menghadapi Kejadian
"Iya, Kak. Aku akan coba semuanya. Aku jadi merasa lebih punya kendali atas situasi ini.",Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
"IyaÂ Aku akan coba, Kak. Terima kasih sudah mendengarkan aku.",Perasaan Percaya ; Rasa Syukur dan Apresiasi
"IyaÂ Aku akan coba, Kak. Terima kasih sudah mendengarkan aku.",Perasaan Percaya ; Rasa Syukur dan Apresiasi
"Iya, aku akan cobaÂ Terima kasih, Kak.",Perasaan Percaya 
"Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak",Rasa Syukur dan Apresiasi
"Iya, aku akan coba. Aku merasa lebih lega setelah membicarakannya.",Rasa Syukur dan Apresiasi
"Terima kasih juga, Kak. Aku merasa lebih lega setelah membicarakannya. Aku akan coba mulai menulis jurnal dan lebih terbuka dengan teman-temanku.",Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
Itu sulitÂ Tapi aku bisa coba.,Perasaan Sebelum Menghadapi Kejadian
"Terima kasih, Kak. Aku merasa sedikit lebih legaÂ Walaupun aku tahu ini tidak akan mudah.",Perasaan Percaya ; Rasa Syukur dan Apresiasi
"Aku rasa cukup untuk hari ini. Aku merasa lebih baik setelah berbicara, meskipun aku masih belum yakin dengan semuanya.",Rasa Syukur dan Apresiasi; Perasaan Takut dan Kecemasan
"Baik, aku akan mencoba. Terima kasih, Kak.",Perasaan Percaya ; Rasa Syukur dan Apresiasi
