question,intent
Itu terdengar masuk akal… Aku sering merasa kewalahan kalau harus mengerjakan semuanya sekaligus.,Perasaan Sebelum Menghadapi Kejadian
"Aku tidak tahu apakah itu akan membantu, tapi aku bisa mencobanya.",Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih nyaman. Saya paling suka gerakan menyentuh dada dengan lembut dan memeluk dikir sendiri.,Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih tenang setelah melakukan ini.,Perasaan Sebelum Menghadapi Kejadian
"Saya merasa lebih tenang setelah mencoba ini, Kak,",Perasaan Sebelum Menghadapi Kejadian
"Iya, itu benar. Saya memang menikmati perkuliahan, walaupun saya masih beradaptasi.",Perasaan Sebelum Menghadapi Kejadian
Saya merasa lebih tenang setelah mencoba ini.,Perasaan Sebelum Menghadapi Kejadian
"Saya suka latihan ini, Kak. Saya merasa lebih baik setelah mengatakannya.",Perasaan Sebelum Menghadapi Kejadian
"Itu terdengar lebih sopan, ",Perasaan Sebelum Menghadapi Kejadian
"Aku akan coba lebih aktif berbicara, Kak.",Perasaan Sebelum Menghadapi Kejadian
Oke... Saya akan pikirkan lagi.,Perasaan Sebelum Menghadapi Kejadian
Mungkin... Saya tidak tahu. Saya harus berpikir dulu.,Perasaan Sebelum Menghadapi Kejadian
"Aku akan coba semuanya, semoga bisa lebih baik.",Perasaan Sebelum Menghadapi Kejadian
"Aku juga mau lanjut konseling sih, mungkin ini bisa membantu aku pelan-pelan.",Perasaan Sebelum Menghadapi Kejadian
Aku akan coba semuanya. ,Perasaan Sebelum Menghadapi Kejadian
Aku akan coba mulai menulis jurnal dan lebih terbuka dengan teman-temanku.,Perasaan Sebelum Menghadapi Kejadian
Itu sulit… Tapi aku bisa coba.,Perasaan Sebelum Menghadapi Kejadian
