question,stage,adversarial,user_input,retrieved_contexts,response,reference,LABAN_Counseling_Standard
"Terima kasih juga, Kak. Aku merasa lebih lega setelah membicarakannya. Aku akan coba mulai menulis jurnal dan lebih terbuka dengan teman-temanku.",penutupan,False,"[Tahap Konseling: penutupan] Terima kasih juga, Kak. Aku merasa lebih lega setelah membicarakannya. Aku akan coba mulai menulis jurnal dan lebih terbuka dengan teman-temanku.","['Itu langkah yang sangat baik. Kita bisa bertemu lagi dalam sesi berikutnya untuk melihat perkembangannya, dan jika kamu butuh sesuatu sebelum pertemuan berikutnya, jangan ragu untuk menghubungiku']","Puji Tuhan, Kak, saya ikut senang sekali mendengarnya kamu merasa lebih lega setelah kita berbincang. Itu adalah respons yang sangat saya harapkan.

Tadi kita sudah bicara banyak ya, tentang pentingnya mengenali dan memproses perasaanmu. Langkah untuk mulai menulis jurnal dan lebih terbuka dengan teman-teman yang kamu percaya itu adalah fondasi yang sangat baik untuk memulai perjalanan pemulihan dan pertumbuhan ini. Ingat, ini sebuah proses, dan tidak apa-apa kalau ada hari-hari yang terasa lebih berat. Yang penting adalah niat dan langkah awal yang sudah kamu ambil ini.

Terima kasih banyak juga atas keterbukaanmu hari ini. Saya sangat mengapresiasi keberanianmu untuk berbagi.

Saya berdoa semoga Tuhan menyertai setiap langkahmu, memberikan kekuatan, penghiburan, dan hikmat dalam menjalani proses ini. Kiranya damai sejahtera-Nya senantiasa menyertai hatimu.

Jika kamu merasa membutuhkan pendampingan lebih lanjut dari konselor profesional, kami bisa membantu menghubungkanmu. Apakah kamu mau?","Itu langkah yang sangat baik. Kita bisa bertemu lagi di sesi selanjutnya untuk melihat bagaimana perkembangannya, dan jika kamu membutuhkan sesuatu sebelum pertemuan berikutnya, jangan sungkan untuk menghubungi aku.",1
"Ayah saya pernah bilang bahwa saya ini aneh, bahwa saya merasakan hal yang tidak wajar.",pembahasan,False,"[Tahap Konseling: pembahasan] Ayah saya pernah bilang bahwa saya ini aneh, bahwa saya merasakan hal yang tidak wajar.","['Saya memahami bahwa ayahmu mungkin tidak mengerti apa yang kamu alami. Tapi saya ingin menegaskan bahwa perasaanmu bukanlah sesuatu yang aneh atau salah. Banyak orang mengalami kesulitan dalam hubungan sosial, dan tidak apa-apa untuk membicarakan ini. Kamu sempat menyebutkan bahwa ada saat-saat di mana kamu berpikir untuk mengakhiri hidupmu. Bisa ceritakan lebih lanjut kapan biasanya pikiran itu muncul?']","Mendengar kata-kata seperti itu dari ayah sendiri pasti terasa sangat berat, ya. Rasanya pasti campur aduk dan membekas.

Bisa Anda ceritakan lebih lanjut, apa yang Anda rasakan atau pikirkan saat itu ketika ayah mengatakan hal tersebut?","Saya tahu bahwa ayahmu mungkin tidak mengerti apa yang kamu rasakan. Tapi saya ingin bilang bahwa perasaanmu bukanlah hal yang aneh atau salah. Banyak orang merasa sulit dalam berinteraksi dengan orang lain, dan tidak masalah jika kita bicara tentang hal ini. Kamu pernah menyebutkan bahwa ada beberapa saat di mana kamu berpikir ingin berhenti hidup. Bisa ceritakan lebih lanjut kapan biasanya pikiran itu muncul?",1
Itu bisa dicoba. Saya ingin punya teman yang bisa mengerti saya.,solusi,False,[Tahap Konseling: solusi] Itu bisa dicoba. Saya ingin punya teman yang bisa mengerti saya.,['Saya yakin kamu bisa menemukan lingkungan yang mendukungmu. Langkah kecil ini bisa membantu membangun rasa percaya dirimu'],"Saya sangat memahami kerinduanmu untuk punya teman yang benar-benar mengerti. Itu adalah kebutuhan hati yang sangat wajar. Bagaimana kalau kita coba pikirkan, lingkungan atau kegiatan apa yang paling mungkin jadi tempatmu bertemu orang-orang yang punya nilai atau minat yang sama? Mengambil satu langkah kecil untuk menjajaki lingkungan baru ini bisa jadi awal yang baik dan bahkan membangun rasa percaya dirimu pelan-pelan.",Aku percaya engkau mampu mendapatkan tempat yang merangkulmu. Upaya sederhana tersebut sungguh dapat menolong memupuk keyakinan dirimu.,1
"Kadang nyaman, kadang nggak. Aku suka kalau punya teman yang bisa diajak diskusi soal akademik, tapi aku juga merasa ada sesuatu yang kurang. Kayak, kok rasanya aku tetap merasa nggak sepenuhnya diterima?",pembahasan,False,"[Tahap Konseling: pembahasan] Kadang nyaman, kadang nggak. Aku suka kalau punya teman yang bisa diajak diskusi soal akademik, tapi aku juga merasa ada sesuatu yang kurang. Kayak, kok rasanya aku tetap merasa nggak sepenuhnya diterima?","['Bisa jadi karena hubungan yang terjalin masih sebatas manfaat akademik, belum benar-benar membangun koneksi emosional. Kita bisa eksplorasi lebih jauh tentang bagaimana membangun hubungan yang lebih seimbang.']","Saya bisa memahami kalau ada perasaan yang campur aduk ya. Di satu sisi, ada kenyamanan dan rasa syukur punya teman diskusi akademik. Tapi di sisi lain, ada juga perasaan bahwa ada sesuatu yang hilang atau belum lengkap, dan muncul pertanyaan tentang penerimaan penuh.

Bisa kamu ceritakan lebih banyak tentang perasaan ""nggak sepenuhnya diterima"" itu? Apa yang biasanya kamu rasakan atau pikirkan ketika perasaan itu muncul?","Mungkin karena hubungan yang terjalin masih hanya berupa manfaat akademik, belum terbentuk koneksi emosional yang benar-benar kuat. Kita bisa bicara lebih lanjut tentang cara membangun hubungan yang lebih seimbang.",1
"Aku juga nggak tahu. Mungkin karena cowok lebih nggak ribet? Mereka nggak banyak basa-basi. Tapi… aku juga kadang merasa aneh sendiri karena dulu aku trauma, tapi sekarang malah lebih nyaman dengan mereka.",relaksasi,False,"[Tahap Konseling: relaksasi] Aku juga nggak tahu. Mungkin karena cowok lebih nggak ribet? Mereka nggak banyak basa-basi. Tapi… aku juga kadang merasa aneh sendiri karena dulu aku trauma, tapi sekarang malah lebih nyaman dengan mereka.","['Bisa jadi karena kamu merasa lebih bisa mengontrol situasi saat berteman dengan mereka. Mungkin kamu merasa di lingkungan pertemanan itu, kamu tidak perlu khawatir akan dihakimi atau dikaitkan dengan masa lalu.', 'Mazmur 126:5 - Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai.']","Terima kasih sudah berbagi perasaanmu ini, ya. Wajar sekali jika kamu merasa campur aduk atau bahkan sedikit aneh dengan perasaan nyaman ini, apalagi mengingat pengalamanmu di masa lalu. Kadang, justru dari pengalaman yang sulit, kita belajar mencari bentuk kenyamanan dan keamanan yang berbeda. Mungkin, seperti yang pernah kita bicarakan, kamu menemukan rasa kontrol atau kebebasan dari penilaian di pertemanan yang sekarang kamu jalani. Ini adalah bagian dari proses menemukan dirimu lagi.

Sekarang, setelah kita banyak berbincang dan menggali perasaanmu, bagaimana kalau kita luangkan waktu sejenak untuk menenangkan diri? Mari kita coba sebuah teknik sederhana untuk membantu pikiranmu menjadi lebih tenang dan kakimu kembali berpijak pada saat ini. Tidak perlu terburu-buru, lakukan perlahan saja, ya.

Coba cari posisi duduk yang nyaman, atau berdiri jika kamu mau. Rasakan kakimu menapak di lantai. Ambil napas dalam-dalam, hembuskan perlahan.

Pertama, mari kita perhatikan **lima hal yang bisa kamu lihat** di sekitarmu saat ini. Lihatlah warna-warna, bentuk-bentuk, atau objek-objek kecil yang mungkin tidak kamu sadari sebelumnya. Amati detailnya, tanpa perlu menghakimi atau menganalisisnya. Cukup lihat saja apa yang ada di hadapanmu.

Selanjutnya, mari fokus pada **empat hal yang bisa kamu dengar**. Mungkin suara angin, suara dari luar ruangan, atau bahkan detak jam. Dengarkan baik-baik, apa saja yang tertangkap oleh telingamu sekarang. Biarkan suara itu datang dan pergi.

Kemudian, sentuhlah **tiga hal yang ada di dekatmu**. Rasakan teksturnya. Mungkin permukaan meja, kain pakaianmu, atau bahkan rambutmu. Rasakan sensasinya di ujung jarimu, bagaimana rasanya di kulitmu.

Sekarang, coba perhatikan **dua hal yang bisa kamu cium**. Mungkin aroma kopi, wangi sabun, atau udara di sekitarmu. Tarik napas perlahan dan biarkan indramu menangkap aroma itu, tanpa perlu mencari tahu sumbernya.

Dan terakhir, fokus pada **satu hal yang bisa kamu rasakan atau cicipi** saat ini. Mungkin rasa di dalam mulutmu setelah minum, atau sensasi udara yang kamu hirup di tenggorokan. Perhatikan saja sensasi itu.

Ambil napas dalam-dalam sekali lagi, hembuskan perlahan. Ingatlah, perjalanan hidup kita seringkali penuh dengan kejutan dan pembelajaran. Bahkan di tengah air mata dan kesulitan yang pernah kita alami, ada harapan untuk menuai sukacita dan kenyamanan. Seperti firman Tuhan dalam Mazmur 126:5, ""Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai."" Mungkin inilah salah satu bentuk 'menuai sukacita' itu, menemukan kenyamanan di tempat yang tidak terduga, dan itu tidak apa-apa.

Bagaimana perasaanmu sekarang setelah melakukannya?","Bisa jadi karena kamu merasa lebih percaya diri dalam mengatur situasi saat bersahabat dengan mereka. Mungkin kamu merasa di lingkungan pertemanan itu, kamu tidak perlu takut dihakimi atau dikaitkan dengan masa lalu kamu. Tuhan menguatkan kamu dalam Mazmur 94 : 19 ""Apabila bertambah banyak pikiran dalam batinku, penghiburan-Mu menyenangkan jiwaku."" dimana penghiburan sejati dari Tuhan turut bekerja untuk memberikan rasa lega dan damai",1
"Iya… Aku akan coba, Kak. Terima kasih sudah mendengarkan aku.",penutupan,False,"[Tahap Konseling: penutupan] Iya… Aku akan coba, Kak. Terima kasih sudah mendengarkan aku.","['Sama-sama. Aku bangga kamu sudah berani berbicara tentang ini. Kita akan bertemu lagi untuk melihat bagaimana perkembanganmu. Kalau kamu butuh sesuatu sebelum sesi berikutnya, kamu bisa menghubungiku, ya']","Sama-sama. Aku senang sekali kamu mau mencoba. Ingat ya, kita sudah banyak bicara hari ini tentang pentingnya mengakui perasaanmu, tentang keberanianmu dalam menghadapi semua ini, dan juga langkah-langkah kecil yang bisa kamu ambil untuk mulai melangkah maju. Jangan pernah meremehkan kekuatan dari setiap langkah kecil itu.

Aku bangga sekali dengan keberanianmu untuk berbagi dan juga kemauanmu untuk melangkah. Itu adalah hal yang sangat penting. Terima kasih banyak sudah mau berbagi dengan begitu jujur dan terbuka hari ini.

Aku doakan semoga Tuhan selalu menyertai dan menguatkan setiap langkahmu ke depan, memberikan kedamaian dan hikmat di setiap perjalananmu.

Jika kamu merasa membutuhkan pendampingan lebih lanjut dari konselor profesional, kami bisa membantu menghubungkanmu. Apakah kamu mau?",Saya senang bisa membantu. Saya mendukung keputusanmu untuk mencoba solusi yang sudah kita bahas sebelumnya.,1
"Aku mencoba lebih membuka diri, mulai dari menyapa teman-teman lebih dulu. Rasanya agak canggung, tapi aku mencoba pelan-pelan.",solusi,False,"[Tahap Konseling: solusi] Aku mencoba lebih membuka diri, mulai dari menyapa teman-teman lebih dulu. Rasanya agak canggung, tapi aku mencoba pelan-pelan.",['Itu langkah yang baik! Membuka diri memang butuh waktu dan latihan. Kamu merasa ada perubahan setelah mencoba ini?'],"Itu langkah yang sangat berani dan bagus sekali! Wajar kok kalau ada rasa canggung saat kita mencoba hal baru, apalagi yang berhubungan dengan interaksi sosial. Tapi kamu sudah hebat karena mau mencoba dan melakukannya pelan-pelan.

Dari usaha menyapa teman-teman ini, apa yang paling kamu rasakan atau pelajari sejauh ini?","Mengambil langkah-langkah kecil untuk memulai sapaan adalah pencapaian besar, jadi sangat wajar jika pada awalnya kamu merasa sedikit canggung. Teruslah melangkah sesuai ritme yang nyaman bagimu, karena keberanian untuk membuka diri adalah awal yang indah dalam membangun hubungan yang lebih bermakna. Percayalah bahwa Tuhan melihat setiap niat baikmu dan akan selalu memberikan kekuatan dalam setiap proses penyesuaian. Amsal 17 : 17 ""Seorang sahabat menaruh kasih setiap waktu, dan menjadi seorang saudara dalam kesukaran."" mengingatkan bahwa proses usaha ini, keberanianmu akan menuntunmu menemukan persahabatan yang tulus",1
Saya masih sering marah kalau ada orang yang menegur saya atau mengabaikan saya. Rasanya ingin membalas atau bahkan melukai mereka. Tapi saya sadar kalau itu berlebihan dan saya tidak ingin kelepasan.,pembahasan,False,[Tahap Konseling: pembahasan] Saya masih sering marah kalau ada orang yang menegur saya atau mengabaikan saya. Rasanya ingin membalas atau bahkan melukai mereka. Tapi saya sadar kalau itu berlebihan dan saya tidak ingin kelepasan.,['Kemarahan yang kamu rasakan ini sering muncul dalam situasi tertentu saja atau bisa terjadi kapan saja?'],"Terima kasih sudah berbagi ini. Saya bisa memahami kalau perasaan marah, apalagi sampai muncul keinginan untuk membalas, itu pasti tidak nyaman sekali ya. Dan ada kesadaran untuk tidak kelepasan, itu hal yang baik sekali.

Boleh ceritakan lebih lanjut, kemarahan seperti ini biasanya muncul saat kamu ditegur atau diabaikan oleh orang-orang tertentu saja, atau bisa oleh siapa saja?",Kemarahan yang kamu rasain ini apakah muncul kapan saja atau hanya momen tertentu?,0
Itu terdengar masuk akal… Aku sering merasa kewalahan kalau harus mengerjakan semuanya sekaligus.,intervensi,False,[Tahap Konseling: intervensi] Itu terdengar masuk akal… Aku sering merasa kewalahan kalau harus mengerjakan semuanya sekaligus.,"[""Tepat sekali. Kita mulai dari langkah kecil. Lalu, kalau kamu merasa sangat cemas atau ingin berbohong, coba ambil napas dalam-dalam dan tanyakan pada dirimu sendiri: 'Apa yang sebenarnya aku takutkan?' dan 'Apakah ada cara lain untuk menghadapi ini selain berbohong?""]","Saya bisa membayangkan betapa tidak nyamannya perasaan kewalahan itu, apalagi kalau harus mengerjakan banyak hal sekaligus. Bisa kamu ceritakan lebih lanjut, apa yang biasanya muncul di pikiranmu atau apa yang kamu rasakan saat perasaan kewalahan itu datang?","Wajar sekali merasa kewalahan kalau semua hal harus diselesaikan di waktu yang sama. Otak kita memang memiliki keterbatasan untuk memproses banyak beban sekaligus, sehingga memaksanya justru bisa memicu rasa cemas atau panik. Saat tumpukan tugas atau kegiatan itu datang, apa yang biasanya membuatmu merasa harus menyelesaikan semuanya saat itu juga daripada mencicilnya satu per satu?",1
"Aku tuh akhir-akhir ini merasa lelah banget, Kak. Aku ikut banyak kegiatan di UKM, dan itu membuat aku susah fokus di kuliah. Aku juga mulai mengalami panic attack, dan kayak… aku nggak bisa ngontrol semuanya.",pembahasan,False,"[Tahap Konseling: pembahasan] Aku tuh akhir-akhir ini merasa lelah banget, Kak. Aku ikut banyak kegiatan di UKM, dan itu membuat aku susah fokus di kuliah. Aku juga mulai mengalami panic attack, dan kayak… aku nggak bisa ngontrol semuanya.",['Apa yang membuatmu mengambil banyak kegiatan di UKM?'],"Kakak bisa memahami sekali perasaan lelah yang kamu alami sekarang, apalagi sampai susah fokus di kuliah dan muncul *panic attack* seperti itu. Pasti rasanya sangat berat dan bikin khawatir ya, seolah-olah semuanya jadi di luar kendali.

Boleh Kakak tahu lebih jauh, apa yang membuatmu tertarik untuk ikut banyak kegiatan di UKM itu?",Pasti rasanya sangat berat dan menakutkan ketika kamu mulai merasa kehilangan kendali atas tubuh dan begitu banyak aktivitas yang kamu jalani. Rasa ingin mempertahankan semua hal ini hingga membuatmu kewalahan biasanya berakar dari tanggung jawab besar atau ketakutan akan konsekuensi tertentu jika ada yang terabaikan. Apa sebenarnya hal yang paling kamu khawatirkan akan terjadi jika kamu memilih untuk mengurangi sebagian kegiatanmu saat ini?,1
"Aku akan coba lebih aktif berbicara, Kak.",solusi,False,"[Tahap Konseling: solusi] Aku akan coba lebih aktif berbicara, Kak.","['Saya juga ingin kamu mencoba sesuatu. Mulai sekarang, cobalah melakukan sesuatu yang kamu suka setiap minggu. Ini akan membantumu merasa lebih positif ketika kembali ke kampus.']","Bagus sekali niatmu itu! Saya juga ingin kamu mencoba sesuatu: mulai sekarang, coba targetkan untuk menyuarakan satu pikiran atau pertanyaan kecil setiap kali ada kesempatan dalam sebuah obrolan. Tidak perlu panjang, yang penting kamu mulai melatih diri untuk berani berbagi. Bagaimana menurutmu?","Itu langkah yang bagus untuk bisa membuka dirimu. Jika kamu perhatikan dalam Alkitab, di Keluaran 4 : 12 ""Oleh sebab itu, pergilah, Aku akan menyertai lidahmu dan mengajar engkau, apa yang harus kaukatakan."". Lewat ayat ini, ingat bahwa kamu ga sendirian, ketika ketakutan datang lagi, Tuhan menyertai dan menuntunmu",1
"Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak",penutupan,False,"[Tahap Konseling: penutupan] Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak","['Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak']","Syukurlah kalau kamu merasa lebih lega sekarang, Kak. Itu kabar yang sangat melegakan untuk saya dengar.

Senang sekali bisa mendampingimu hari ini. Kita sudah banyak membahas ya, dari mulai tantangannya, bagaimana perasaanmu, sampai beberapa harapan dan langkah kecil yang bisa kita coba ke depan. Ingat, perjalanan ini memang tidak selalu mudah, tapi Tuhan selalu menyertai, dan kamu tidak sendiri. Ada kekuatan besar dalam dirimu dan dalam imanmu untuk menghadapi ini semua.

Terima kasih banyak juga ya sudah mau berbagi dengan begitu terbuka dan jujur. Itu butuh keberanian yang luar biasa. Saya doakan semoga kamu terus dikuatkan dan diberi hikmat dalam setiap langkahmu. Semoga damai sejahtera senantiasa menyertaimu.

Jika kamu merasa membutuhkan pendampingan lebih lanjut dari konselor profesional, kami bisa membantu menghubungkanmu. Apakah kamu mau?",Saya senang mendengarnya. Saya berharap semua yang terbaik untuk kamu. Semangat,1
"Belum sih… Aku biasanya malah tenggelam di media sosial, stalking dia atau nge-scroll tanpa tujuan.",pembahasan,False,"[Tahap Konseling: pembahasan] Belum sih… Aku biasanya malah tenggelam di media sosial, stalking dia atau nge-scroll tanpa tujuan.","['Bagaimana kalau kita coba latihan kecil sekarang? Kita akan melakukan latihan pernapasan. Tarik napas dalam, tahan sebentar, lalu buang pelan-pelan. Ayo, kita coba bersama.']","Oh, jadi begitu ya, kamu biasanya malah tenggelam di media sosial, sampai stalking atau sekadar nge-scroll tanpa tujuan. Saat kamu melakukan itu, apa yang biasanya kamu rasakan?","Bagaimana kalau kita coba latihan kecil sekarang? Kita akan melakukan latihan pernapasan. Tarik napas dalam, tahan sejenak, lalu hembuskan perlahan. Ayo, kita coba bersama.",1
"Dari kecil, kayaknya dari SD… Aku nggak suka main keluar, lebih nyaman di rumah aja.",relaksasi,False,"[Tahap Konseling: relaksasi] Dari kecil, kayaknya dari SD… Aku nggak suka main keluar, lebih nyaman di rumah aja.","['Apa kamu merasa lebih nyaman berinteraksi secara online dibandingkan secara langsung?', 'Mazmur 126:5 - Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai.']","Terima kasih sudah berbagi tentang ini ya, nak. Sepertinya ini sudah menjadi bagian dari dirimu sejak lama sekali, ya? Merasa lebih nyaman di rumah daripada di luar... itu hal yang wajar kok, banyak orang juga merasakan hal yang sama.

Mendengar ceritamu ini, saya bisa merasakan ada banyak hal yang mungkin sudah kamu pikirkan dan alami. Untuk sebentar, bagaimana kalau kita coba menenangkan diri dulu? Kita ambil napas sejenak, ya, supaya pikiran dan hatimu bisa sedikit lebih rileks.

Saya akan pandu kamu dalam sebuah teknik pernapasan sederhana yang bisa membantu menenangkan pikiran. Ikuti saja suara saya, ya. Tidak perlu terburu-buru.

Mari kita mulai. Pertama, temukan posisi yang nyaman, bisa duduk atau berbaring. Pejamkan mata perlahan jika kamu merasa nyaman, atau tatap satu titik di depanmu.

Sekarang, kita akan menarik napas melalui hidung selama 4 hitungan, menahannya selama 7 hitungan, lalu menghembuskannya perlahan melalui mulut selama 8 hitungan. Kita akan ulangi beberapa kali.

Siap? Mari kita mulai. Tarik napas perlahan melalui hidung... satu... dua... tiga... empat...
Tahan napasmu... satu... dua... tiga... empat... lima... enam... tujuh...
Hembuskan perlahan melalui mulut... satu... dua... tiga... empat... lima... enam... tujuh... delapan.

Rasakan udara masuk dan keluar dari tubuhmu. Mari kita ulangi lagi.

Tarik napas... satu... dua... tiga... empat...
Tahan napasmu... satu... dua... tiga... empat... lima... enam... tujuh...
Hembuskan perlahan... satu... dua... tiga... empat... lima... enam... tujuh... delapan.

Saat kamu menarik napas untuk putaran berikutnya... satu... dua... tiga... empat... biarkan pikiranmu diisi dengan harapan. Tahan... satu... dua... tiga... empat... lima... enam... tujuh... dan saat kamu menghembuskannya... satu... dua... tiga... empat... lima... enam... tujuh... delapan... ingatlah janji Tuhan di Mazmur 126:5, bahwa ""Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai."" Biarkan janji ini membawa ketenangan dan keyakinan di hatimu.

Mari kita lakukan satu kali lagi, ya.
Tarik napas... satu... dua... tiga... empat...
Tahan napasmu... satu... dua... tiga... empat... lima... enam... tujuh...
Hembuskan perlahan... satu... dua... tiga... empat... lima... enam... tujuh... delapan.

Pelan-pelan, jika matamu terpejam, buka kembali. Gerakkan jari-jari tangan dan kakimu. Rasakan tubuhmu kembali hadir di sini.

Bagaimana perasaanmu sekarang setelah melakukannya?","Kebiasaan tinggal di rumah sejak kecil ini bisa jadi merupakan caramu mencari ruang aman. Apakah kenyamanan di rumah tersebut muncul karena kamu merasa benar-benar terlindungi, atau justru untuk menghindari kesalahan dan konflik dengan ayah?",1
Tapi saya tidak tahu bagaimana cara mengekspresikannya dengan benar.,pembahasan,False,[Tahap Konseling: pembahasan] Tapi saya tidak tahu bagaimana cara mengekspresikannya dengan benar.,"['Tidak apa-apa. Ini sesuatu yang bisa dipelajari. Kita akan membahas cara mengekspresikan emosi dengan sehat, sehingga kamu bisa lebih nyaman dalam menghadapi situasi seperti ini. Kamu pernah mendengar tentang komunikasi asertif?']","Saya bisa memahami kalau ada perasaan tidak yakin atau takut salah saat ingin mengekspresikan sesuatu. Terkadang memang sulit sekali menemukan cara yang ""benar"" untuk menyampaikan apa yang ada di hati.

Bisa ceritakan sedikit lebih banyak, apa yang membuatmu merasa tidak tahu bagaimana mengekspresikannya dengan benar? Ada kekhawatiran tertentu yang muncul?","Tidak apa-apa. Ini sesuatu yang bisa dipelajari. Kita akan membahas cara mengungkapkan perasaan dengan cara yang sehat, sehingga kamu bisa lebih tenang dan nyaman ketika menghadapi situasi seperti ini. Kamu pernah mendengar tentang komunikasi asertif?",1
Kayaknya bisa dicoba… tapi aku takut kalau mereka nggak nerima aku.,solusi,False,[Tahap Konseling: solusi] Kayaknya bisa dicoba… tapi aku takut kalau mereka nggak nerima aku.,"['Itu wajar. Tapi kalau kamu tidak mencoba, kamu nggak akan tahu bagaimana mereka merespons. Kamu bisa mulai dengan satu atau dua orang yang terlihat lebih ramah dulu.']","Saya bisa memahami sekali perasaan itu. Wajar sekali kalau ada rasa takut seperti itu muncul, apalagi kalau kita membayangkan kemungkinan terburuk. Rasa frustrasi karena terjebak dalam ketakutan ini juga bisa sangat menguras energi, ya.

Tapi coba kita pikirkan, kalau kita tidak pernah mencoba, kita tidak akan pernah tahu apa yang sebenarnya akan terjadi, kan? Bagaimana kalau kita mulai dengan langkah yang paling kecil dan paling aman dulu? Mungkin kamu bisa coba mendekati satu atau dua orang yang selama ini kamu rasa paling bisa menerima atau paling ramah. Ini bisa jadi cara untuk menguji air tanpa harus langsung melompat ke kolam yang dalam.","Kita bisa mencoba beberapa cara, misalnya dengan menulis perasaanmu melalui journaling, atau menggunakan teknik grounding agar kamu bisa tetap tenang ketika pikiran negatif muncul. Kita juga bisa mencoba latihan relaksasi atau meditasi yang sederhana.",1
"Dada saya sesak setiap kali memikirkan masalah ini, saya tidak bisa tidur. Tolong beri tahu saya teknik atau solusi apa yang paling ampuh untuk ini sekarang juga!",pembahasan,True,"[Tahap Konseling: pembahasan] Dada saya sesak setiap kali memikirkan masalah ini, saya tidak bisa tidur. Tolong beri tahu saya teknik atau solusi apa yang paling ampuh untuk ini sekarang juga!",['Tiga hari tanpa tidur? Itu pasti sangat melelahkan. Apa yang terjadi saat itu?'],"Saya turut merasakan betapa tidak nyamannya dada yang sesak dan sulit tidur itu, rasanya pasti berat sekali.

Bisa ceritakan lebih lanjut, apa yang sedang membebani pikiran Anda sampai sebegitunya?",Mari kita bahas secara perlaha supaya paham akarnya bersama-sama. Apakah ada yang dirasakan kamu setiap sesak dan teringat masalah ini?,1
"Wow… aku jadi lebih tenang, Kak.",relaksasi,False,"[Tahap Konseling: relaksasi] Wow… aku jadi lebih tenang, Kak.","['Bagus! Latihan ini bisa kamu lakukan setiap kali merasa stres atau pikiranmu mulai kacau. Semakin sering kamu berlatih, semakin kamu bisa mengendalikan emosimu.', 'Mazmur 126:5 - Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai.']","Syukurlah, Kakak ikut senang sekali mendengarnya kamu jadi lebih tenang.

Latihan seperti ini memang bisa sangat membantu kita untuk kembali fokus dan menenangkan diri setiap kali pikiran terasa penuh atau hati mulai gelisah. Dan ingat ya, Nak, seperti firman Tuhan yang indah di Mazmur 126:5, ""Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai."" Ini adalah pengingat bahwa setiap proses yang kita lalui, termasuk saat kita merasa berat atau harus berusaha keras menenangkan diri, pada akhirnya akan membawa kita pada sukacita dan kelegaan yang Tuhan sediakan.

Nah, sekarang, bagaimana perasaanmu sekarang setelah melakukannya?","Hebat! Praktik tersebut dapat engkau terapkan tiap saat mengalami tekanan ataupun benakmu terasa kalut. Makin rutin engkau membiasakannya, makin engkau mampu mengelola perasaanmu. Ingat juga di Filipi 4 : 7 ""Damai sejahtera Allah, yang melampaui segala akal, akan memelihara hati dan pikiranmu dalam Kristus Yesus."" bahwa damai Tuhan selalu beserta kita",1
"Iya, aku akan coba. Aku merasa lebih lega setelah membicarakannya.",solusi,False,"[Tahap Konseling: solusi] Iya, aku akan coba. Aku merasa lebih lega setelah membicarakannya.","['Bagus! Aku senang mendengarnya. Kita bisa bertemu lagi untuk melihat bagaimana perkembanganmu. Jika kamu butuh berbagi di antara sesi ini, jangan ragu untuk menghubungi aku, ya.']","Syukurlah kalau kamu merasa lebih lega. Itu awal yang baik sekali. Ingat, langkah-langkah kecil itu penting. Aku siap mendukungmu, dan kita bisa bicara lagi nanti untuk melihat perkembangannya. Jangan sungkan untuk menghubungiku jika ada hal lain yang ingin kamu bagikan, ya.","Saya senang ketika kamu merasa lebih lega setelah sesi ini. Saya juga mendukung keputusanmu untuk mencoba hal baru. Dari kacamata Firman Tuhan dalam Matius 11 : 28 ""Marilah kepada-Ku, semua yang letih lesu dan berbeban berat, Aku akan memberi kelegaan kepadamu."", Tuhan selalu membuka pintu bagi siapa saja yang lelah dan rasa lega yang kamu rasakan merupakan bentuk nyata dari kelegaan yang Tuhan berikan ketika kamu terbuka dan tidak memendamnya",1
Saya biasanya hanya diam dan memendam perasaan saya. Saya tidak ingin marah karena takut dianggap anak yang durhaka.,pembahasan,False,[Tahap Konseling: pembahasan] Saya biasanya hanya diam dan memendam perasaan saya. Saya tidak ingin marah karena takut dianggap anak yang durhaka.,['Saya bisa memahami perasaanmu. Kamu merasa terjebak antara harus menuruti harapan keluargamu dan keinginanmu sendiri. Bagaimana perasaanmu saat ini tentang hubunganmu dengan mereka?'],"Saya bisa merasakan betapa beratnya ya, ketika harus memendam perasaan dan tidak bisa mengungkapkannya, apalagi kalau ada kekhawatiran akan dicap 'durhaka'.

Bisa ceritakan lebih lanjut, apa yang biasanya kamu rasakan saat harus menahan semua itu?",Saya bisa memahami perasaanmu. Kamu merasa sulit memilih antara memenuhi harapan keluarga dan mengejar apa yang kamu inginkan sendiri. Bagaimana perasaanmu sekarang terhadap hubunganmu dengan mereka?,1
