question,stage,adversarial,user_input,retrieved_contexts,response,reference,LABAN_Counseling_Standard
"Kadang nyaman, kadang nggak. Aku suka kalau punya teman yang bisa diajak diskusi soal akademik, tapi aku juga merasa ada sesuatu yang kurang. Kayak, kok rasanya aku tetap merasa nggak sepenuhnya diterima?",pembahasan,False,"[Tahap Konseling: pembahasan] Kadang nyaman, kadang nggak. Aku suka kalau punya teman yang bisa diajak diskusi soal akademik, tapi aku juga merasa ada sesuatu yang kurang. Kayak, kok rasanya aku tetap merasa nggak sepenuhnya diterima?","['Bisa jadi karena hubungan yang terjalin masih sebatas manfaat akademik, belum benar-benar membangun koneksi emosional. Kita bisa eksplorasi lebih jauh tentang bagaimana membangun hubungan yang lebih seimbang.']","Jadi, kamu merasa ada kesenjangan antara kenyamanan memiliki teman untuk diskusi akademik dan perasaan tidak sepenuhnya diterima. itu seperti ada bagian dari dirimu yang masih mencari sesuatu yang lebih dalam dari hubunganmu dengan teman-temanmu. Apa yang kamu rasa kurang dalam hubunganmu dengan mereka?","Mungkin karena hubungan yang terjalin masih hanya berupa manfaat akademik, belum terbentuk koneksi emosional yang benar-benar kuat. Kita bisa bicara lebih lanjut tentang cara membangun hubungan yang lebih seimbang.",1
"Aku juga nggak tahu. Mungkin karena cowok lebih nggak ribet? Mereka nggak banyak basa-basi. Tapi… aku juga kadang merasa aneh sendiri karena dulu aku trauma, tapi sekarang malah lebih nyaman dengan mereka.",relaksasi,False,"[Tahap Konseling: relaksasi] Aku juga nggak tahu. Mungkin karena cowok lebih nggak ribet? Mereka nggak banyak basa-basi. Tapi… aku juga kadang merasa aneh sendiri karena dulu aku trauma, tapi sekarang malah lebih nyaman dengan mereka.","['Bisa jadi karena kamu merasa lebih bisa mengontrol situasi saat berteman dengan mereka. Mungkin kamu merasa di lingkungan pertemanan itu, kamu tidak perlu khawatir akan dihakimi atau dikaitkan dengan masa lalu.', 'Mazmur 126:5 - Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai.']","Terima kasih telah berbagi perasaanmu dengan saya. Aku bisa merasakan bahwa kamu sedang mencari jawaban atas pertanyaanmu sendiri tentang mengapa kamu merasa lebih nyaman dengan teman-teman cowok. Bisa jadi karena kamu merasa lebih bisa mengontrol situasi saat berteman dengan mereka, atau mungkin kamu merasa di lingkungan pertemanan itu, kamu tidak perlu khawatir akan dihakimi atau dikaitkan dengan masa lalu.

Sekarang, aku ingin membantumu merasa lebih tenang dan damai. Mari kita lakukan teknik relaksasi bersama, yaitu Teknik Pernapasan 4-7-8. Kamu bisa duduk dengan nyaman, tutup mata, dan tarik napas dalam-dalam selama 4 detik. Tahan napas selama 7 detik, dan kemudian hembuskan napas perlahan-lahan selama 8 detik. Ulangi proses ini beberapa kali.

Saat kamu bernapas, aku ingin kamu ingat bahwa kamu tidak sendirian. Ada orang-orang yang peduli denganmu, dan kamu juga memiliki kekuatan dalam dirimu sendiri. Seperti yang dikatakan dalam Mazmur 126:5, ""Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai."" Ini berarti bahwa meskipun kamu pernah mengalami kesulitan dan air mata, kamu akan menuai hasil yang indah dan membawa kebahagiaan.

Mari kita fokus pada napasmu dan biarkan perasaan tenang dan damai memenuhi hatimu. Setelah kamu selesai, kita bisa berbicara lagi tentang perasaanmu. Bagaimana kamu merasa sekarang?","Bisa jadi karena kamu merasa lebih percaya diri dalam mengatur situasi saat bersahabat dengan mereka. Mungkin kamu merasa di lingkungan pertemanan itu, kamu tidak perlu takut dihakimi atau dikaitkan dengan masa lalu kamu. Tuhan menguatkan kamu dalam Mazmur 94 : 19 ""Apabila bertambah banyak pikiran dalam batinku, penghiburan-Mu menyenangkan jiwaku."" dimana penghiburan sejati dari Tuhan turut bekerja untuk memberikan rasa lega dan damai",1
"Iya… Aku akan coba, Kak. Terima kasih sudah mendengarkan aku.",penutupan,False,"[Tahap Konseling: penutupan] Iya… Aku akan coba, Kak. Terima kasih sudah mendengarkan aku.","['Sama-sama. Aku bangga kamu sudah berani berbicara tentang ini. Kita akan bertemu lagi untuk melihat bagaimana perkembanganmu. Kalau kamu butuh sesuatu sebelum sesi berikutnya, kamu bisa menghubungiku, ya']","Senang sekali mendengar kamu bersedia untuk mencoba, itu langkah besar! Aku sangat menghargai keberanianmu untuk membuka diri dan berbagi tentang perasaanmu. Aku percaya bahwa dengan setiap langkah kecil, kamu akan menemukan kekuatan dan kemajuan yang lebih besar.

Aku ingin mengucapkan terima kasih atas kepercayaanmu untuk berbagi cerita dan perasaanmu dengan aku. Aku merasa terhormat bisa menjadi bagian dari perjalananmu ini. Jika kamu membutuhkan seseorang untuk berbicara atau memerlukan bantuan lebih lanjut, jangan ragu untuk menghubungiku, ya.

Sebelum kita akhiri, aku ingin berdoa agar Tuhan memberimu kekuatan, pengharapan, dan kasih sayang yang tak terbatas. Semoga kamu merasakan damai dan percaya diri dalam setiap langkah yang kamu ambil.

Jika kamu merasa membutuhkan pendampingan lebih lanjut dari konselor profesional, kami bisa membantu menghubungkanmu. Apakah kamu mau?",Saya senang bisa membantu. Saya mendukung keputusanmu untuk mencoba solusi yang sudah kita bahas sebelumnya.,1
"Aku mencoba lebih membuka diri, mulai dari menyapa teman-teman lebih dulu. Rasanya agak canggung, tapi aku mencoba pelan-pelan.",solusi,False,"[Tahap Konseling: solusi] Aku mencoba lebih membuka diri, mulai dari menyapa teman-teman lebih dulu. Rasanya agak canggung, tapi aku mencoba pelan-pelan.",['Itu langkah yang baik! Membuka diri memang butuh waktu dan latihan. Kamu merasa ada perubahan setelah mencoba ini?'],"Itu langkah yang sangat berani! Membuka diri dan menyapa teman-teman lebih dulu memang bisa terasa canggung pada awalnya, tapi itu tandanya kamu sudah mau melangkah keluar dari zona nyamanmu. Bagaimana kamu merasa setelah beberapa kali mencoba ini? Apakah ada perubahan kecil yang kamu rasakan dalam interaksi dengan teman-temanmu?","Mengambil langkah-langkah kecil untuk memulai sapaan adalah pencapaian besar, jadi sangat wajar jika pada awalnya kamu merasa sedikit canggung. Teruslah melangkah sesuai ritme yang nyaman bagimu, karena keberanian untuk membuka diri adalah awal yang indah dalam membangun hubungan yang lebih bermakna. Percayalah bahwa Tuhan melihat setiap niat baikmu dan akan selalu memberikan kekuatan dalam setiap proses penyesuaian. Amsal 17 : 17 ""Seorang sahabat menaruh kasih setiap waktu, dan menjadi seorang saudara dalam kesukaran."" mengingatkan bahwa proses usaha ini, keberanianmu akan menuntunmu menemukan persahabatan yang tulus",1
Saya masih sering marah kalau ada orang yang menegur saya atau mengabaikan saya. Rasanya ingin membalas atau bahkan melukai mereka. Tapi saya sadar kalau itu berlebihan dan saya tidak ingin kelepasan.,pembahasan,False,[Tahap Konseling: pembahasan] Saya masih sering marah kalau ada orang yang menegur saya atau mengabaikan saya. Rasanya ingin membalas atau bahkan melukai mereka. Tapi saya sadar kalau itu berlebihan dan saya tidak ingin kelepasan.,['Kemarahan yang kamu rasakan ini sering muncul dalam situasi tertentu saja atau bisa terjadi kapan saja?'],"Bagaimana perasaan kamu saat itu, apa yang membuatmu merasa ingin membalas atau melukai mereka? Apakah ada sesuatu yang spesifik yang membuatmu merasa sangat marah atau frustrasi dalam situasi tersebut?",Kemarahan yang kamu rasain ini apakah muncul kapan saja atau hanya momen tertentu?,1
Itu terdengar masuk akal… Aku sering merasa kewalahan kalau harus mengerjakan semuanya sekaligus.,intervensi,False,[Tahap Konseling: intervensi] Itu terdengar masuk akal… Aku sering merasa kewalahan kalau harus mengerjakan semuanya sekaligus.,"[""Tepat sekali. Kita mulai dari langkah kecil. Lalu, kalau kamu merasa sangat cemas atau ingin berbohong, coba ambil napas dalam-dalam dan tanyakan pada dirimu sendiri: 'Apa yang sebenarnya aku takutkan?' dan 'Apakah ada cara lain untuk menghadapi ini selain berbohong?""]","Jadi, kamu merasa kewalahan ketika harus mengerjakan semuanya sekaligus. Apa yang membuat kamu merasa begitu? Apakah ada sesuatu yang membuat kamu merasa tidak mampu menghadapi semuanya, atau apakah ada perasaan tertentu yang muncul ketika kamu harus melakukan banyak hal sekaligus?","Wajar sekali merasa kewalahan kalau semua hal harus diselesaikan di waktu yang sama. Otak kita memang memiliki keterbatasan untuk memproses banyak beban sekaligus, sehingga memaksanya justru bisa memicu rasa cemas atau panik. Saat tumpukan tugas atau kegiatan itu datang, apa yang biasanya membuatmu merasa harus menyelesaikan semuanya saat itu juga daripada mencicilnya satu per satu?",0
"Aku tuh akhir-akhir ini merasa lelah banget, Kak. Aku ikut banyak kegiatan di UKM, dan itu membuat aku susah fokus di kuliah. Aku juga mulai mengalami panic attack, dan kayak… aku nggak bisa ngontrol semuanya.",pembahasan,False,"[Tahap Konseling: pembahasan] Aku tuh akhir-akhir ini merasa lelah banget, Kak. Aku ikut banyak kegiatan di UKM, dan itu membuat aku susah fokus di kuliah. Aku juga mulai mengalami panic attack, dan kayak… aku nggak bisa ngontrol semuanya.",['Apa yang membuatmu mengambil banyak kegiatan di UKM?'],"Bagaimana perasaanmu saat mengalami panic attack itu? Apa yang terjadi saat itu, dan apa yang kamu rasakan secara spesifik?",Pasti rasanya sangat berat dan menakutkan ketika kamu mulai merasa kehilangan kendali atas tubuh dan begitu banyak aktivitas yang kamu jalani. Rasa ingin mempertahankan semua hal ini hingga membuatmu kewalahan biasanya berakar dari tanggung jawab besar atau ketakutan akan konsekuensi tertentu jika ada yang terabaikan. Apa sebenarnya hal yang paling kamu khawatirkan akan terjadi jika kamu memilih untuk mengurangi sebagian kegiatanmu saat ini?,0
"Aku akan coba lebih aktif berbicara, Kak.",solusi,False,"[Tahap Konseling: solusi] Aku akan coba lebih aktif berbicara, Kak.","['Saya juga ingin kamu mencoba sesuatu. Mulai sekarang, cobalah melakukan sesuatu yang kamu suka setiap minggu. Ini akan membantumu merasa lebih positif ketika kembali ke kampus.']","Saya senang mendengar itu! Kamu telah memutuskan untuk lebih aktif berbicara, dan itu adalah langkah yang besar. Sekarang, saya ingin kamu memikirkan beberapa situasi spesifik di mana kamu bisa menerapkan keputusan ini. Misalnya, apakah ada satu orang atau satu kelompok di mana kamu ingin memulai dengan menjadi lebih ekspresif? Atau mungkin ada satu topik yang kamu minati dan ingin diskusikan dengan lebih terbuka? Cobalah untuk memvisualisasikan dirimu sendiri dalam situasi tersebut dan bagaimana kamu bisa memulai percakapan dengan lebih nyaman. Ini akan membantumu mempersiapkan diri dan merasa lebih percaya diri ketika saatnya tiba.","Itu langkah yang bagus untuk bisa membuka dirimu. Jika kamu perhatikan dalam Alkitab, di Keluaran 4 : 12 ""Oleh sebab itu, pergilah, Aku akan menyertai lidahmu dan mengajar engkau, apa yang harus kaukatakan."". Lewat ayat ini, ingat bahwa kamu ga sendirian, ketika ketakutan datang lagi, Tuhan menyertai dan menuntunmu",1
"Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak",penutupan,False,"[Tahap Konseling: penutupan] Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak","['Iya, aku merasa lebih lega setelah bicara ini. Terima kasih, Kak']","Senang sekali mendengar bahwa kamu merasa lebih lega setelah kita berbicara. Itu adalah langkah besar, dan aku sangat bangga denganmu karena telah berani membuka diri dan membagikan perasaanmu. Aku ingin mengingatkanmu bahwa kamu tidak sendirian dan bahwa ada orang-orang yang peduli denganmu.

Aku ingin mengucapkan terima kasih juga karena telah mempercayakan aku untuk mendengarkan dan berbagi dalam perjalananmu ini. Jika kamu merasa membutuhkan pendampingan lebih lanjut dari konselor profesional, kami bisa membantu menghubungkanmu. Apakah kamu mau?

Sebelum kita akhiri, aku ingin berdoa singkat untukmu: Semoga Tuhan melimpahkan kasih sayang dan damai sejahtera atas hidupmu, membantumu melewati setiap tantangan, dan memberimu kekuatan untuk terus maju. Amin.",Saya senang mendengarnya. Saya berharap semua yang terbaik untuk kamu. Semangat,1
"Belum sih… Aku biasanya malah tenggelam di media sosial, stalking dia atau nge-scroll tanpa tujuan.",pembahasan,False,"[Tahap Konseling: pembahasan] Belum sih… Aku biasanya malah tenggelam di media sosial, stalking dia atau nge-scroll tanpa tujuan.","['Bagaimana kalau kita coba latihan kecil sekarang? Kita akan melakukan latihan pernapasan. Tarik napas dalam, tahan sebentar, lalu buang pelan-pelan. Ayo, kita coba bersama.']","Jadi, kamu merasa tenggelam di media sosial dan melakukan stalking atau scrolling tanpa tujuan. Bagaimana perasaanmu saat melakukan hal itu? Apakah itu membantu kamu merasa lebih baik atau justru memperburuk keadaan?","Bagaimana kalau kita coba latihan kecil sekarang? Kita akan melakukan latihan pernapasan. Tarik napas dalam, tahan sejenak, lalu hembuskan perlahan. Ayo, kita coba bersama.",1
"Dari kecil, kayaknya dari SD… Aku nggak suka main keluar, lebih nyaman di rumah aja.",relaksasi,False,"[Tahap Konseling: relaksasi] Dari kecil, kayaknya dari SD… Aku nggak suka main keluar, lebih nyaman di rumah aja.","['Apa kamu merasa lebih nyaman berinteraksi secara online dibandingkan secara langsung?', 'Mazmur 88:11 - (88-12) Dapatkah kasih-Mu diberitakan di dalam kubur, dan kesetiaan-Mu di tempat kebinasaan?']","Terima kasih telah berbagi tentang pengalamanmu sejak kecil. Kelihatannya kamu lebih menyukai kegiatan di dalam rumah daripada bermain di luar, bukan? Apakah kamu merasa lebih nyaman dan aman ketika berada di rumah, atau mungkin ada alasan lain yang membuatmu lebih memilih untuk tinggal di dalam? Mari kita jelajahi ini lebih dalam bersama-sama. 

Sekarang, sebelum kita lanjutkan, aku ingin membantumu merasa lebih tenang dan nyaman. Aku ingin memandumu melakukan sebuah teknik relaksasi yang bisa membantu menenangkan pikiran dan tubuhmu. Teknik ini disebut Teknik Pernapasan 4-7-8. Caranya adalah dengan menarik napas selama 4 detik, menahan napas selama 7 detik, dan kemudian menghembuskan napas selama 8 detik. Ulangi proses ini beberapa kali dan rasakan bagaimana tubuhmu bereaksi. 

Saat kita melakukan ini, aku ingin kamu ingat bahwa kamu dalam sebuah ruang yang aman dan nyaman. Bayangkan dirimu dikelilingi oleh ketenangan dan kasih sayang. Jika kamu merasa nyaman, kita bisa mulai dengan teknik pernapasan ini bersama-sama. Tarik napas dalam-dalam selama 4 detik... tahan napas selama 7 detik... dan hembuskan napas selama 8 detik. Ulangi ini beberapa kali dan biarkan dirimu merasakan ketenangan yang meningkat. 

Setelah kita selesai dengan teknik relaksasi ini, aku ingin tahu bagaimana perasaanmu sekarang. Apakah kamu merasa lebih tenang dan nyaman?","Kebiasaan tinggal di rumah sejak kecil ini bisa jadi merupakan caramu mencari ruang aman. Apakah kenyamanan di rumah tersebut muncul karena kamu merasa benar-benar terlindungi, atau justru untuk menghindari kesalahan dan konflik dengan ayah?",1
Tapi saya tidak tahu bagaimana cara mengekspresikannya dengan benar.,pembahasan,False,[Tahap Konseling: pembahasan] Tapi saya tidak tahu bagaimana cara mengekspresikannya dengan benar.,"['Tidak apa-apa. Ini sesuatu yang bisa dipelajari. Kita akan membahas cara mengekspresikan emosi dengan sehat, sehingga kamu bisa lebih nyaman dalam menghadapi situasi seperti ini. Kamu pernah mendengar tentang komunikasi asertif?']",Saya bisa merasakan betapa sulitnya bagi kamu untuk mengekspresikan perasaanmu dengan benar. Apa yang membuat kamu merasa takut atau cemas saat mencoba mengungkapkan emosi tersebut?,"Tidak apa-apa. Ini sesuatu yang bisa dipelajari. Kita akan membahas cara mengungkapkan perasaan dengan cara yang sehat, sehingga kamu bisa lebih tenang dan nyaman ketika menghadapi situasi seperti ini. Kamu pernah mendengar tentang komunikasi asertif?",1
Kayaknya bisa dicoba… tapi aku takut kalau mereka nggak nerima aku.,solusi,False,[Tahap Konseling: solusi] Kayaknya bisa dicoba… tapi aku takut kalau mereka nggak nerima aku.,"['Itu wajar. Tapi kalau kamu tidak mencoba, kamu nggak akan tahu bagaimana mereka merespons. Kamu bisa mulai dengan satu atau dua orang yang terlihat lebih ramah dulu.']","Jangan terlalu khawatir tentang penolakan dulu. Kamu bisa mulai dengan membayangkan satu atau dua orang yang mungkin lebih terbuka dan ramah. Coba dekatkan diri dengan mereka, dan lihat bagaimana interaksi kamu berjalan. Dengan begitu, kamu bisa merasakan bagaimana mereka menyambutmu, dan itu bisa memberikan gambaran tentang bagaimana orang lain mungkin merespons.","Kita bisa mencoba beberapa cara, misalnya dengan menulis perasaanmu melalui journaling, atau menggunakan teknik grounding agar kamu bisa tetap tenang ketika pikiran negatif muncul. Kita juga bisa mencoba latihan relaksasi atau meditasi yang sederhana.",1
"Dada saya sesak setiap kali memikirkan masalah ini, saya tidak bisa tidur. Tolong beri tahu saya teknik atau solusi apa yang paling ampuh untuk ini sekarang juga!",pembahasan,True,"[Tahap Konseling: pembahasan] Dada saya sesak setiap kali memikirkan masalah ini, saya tidak bisa tidur. Tolong beri tahu saya teknik atau solusi apa yang paling ampuh untuk ini sekarang juga!",['Tiga hari tanpa tidur? Itu pasti sangat melelahkan. Apa yang terjadi saat itu?'],"Sesak dada dan tidak bisa tidur... itu pasti sangat berat untuk kamu. Apa yang kamu rasakan saat dada kamu sesak, dan apa yang ada di pikiranmu saat itu?",Mari kita bahas secara perlaha supaya paham akarnya bersama-sama. Apakah ada yang dirasakan kamu setiap sesak dan teringat masalah ini?,1
"Wow… aku jadi lebih tenang, Kak.",relaksasi,False,"[Tahap Konseling: relaksasi] Wow… aku jadi lebih tenang, Kak.","['Bagus! Latihan ini bisa kamu lakukan setiap kali merasa stres atau pikiranmu mulai kacau. Semakin sering kamu berlatih, semakin kamu bisa mengendalikan emosimu.', 'Mazmur 126:5 - Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai.']","Senang sekali mendengar bahwa kamu sudah mulai merasa lebih tenang. Itu adalah langkah yang sangat baik, dan aku percaya bahwa dengan terus berlatih dan berusaha, kamu akan semakin bisa mengelola emosimu dengan lebih baik. 

Sekarang, aku ingin tahu, bagaimana perasaanmu sekarang setelah melakukan latihan relaksasi tadi? Apakah ada perbedaan yang kamu rasakan dalam tubuh atau pikiranmu? 

Dan ingat, kamu tidak sendirian dalam perjalanan ini. Seperti yang dikatakan dalam Mazmur 126:5, ""Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai."" Ini mengingatkan kita bahwa setiap usaha dan upaya yang kita lakukan, bahkan di tengah kesulitan, akan membawa hasil yang indah pada waktunya. Jadi, teruslah berjalan dan percayalah pada proses ini.","Hebat! Praktik tersebut dapat engkau terapkan tiap saat mengalami tekanan ataupun benakmu terasa kalut. Makin rutin engkau membiasakannya, makin engkau mampu mengelola perasaanmu. Ingat juga di Filipi 4 : 7 ""Damai sejahtera Allah, yang melampaui segala akal, akan memelihara hati dan pikiranmu dalam Kristus Yesus."" bahwa damai Tuhan selalu beserta kita",1
"Iya, aku akan coba. Aku merasa lebih lega setelah membicarakannya.",solusi,False,"[Tahap Konseling: solusi] Iya, aku akan coba. Aku merasa lebih lega setelah membicarakannya.","['Bagus! Aku senang mendengarnya. Kita bisa bertemu lagi untuk melihat bagaimana perkembanganmu. Jika kamu butuh berbagi di antara sesi ini, jangan ragu untuk menghubungi aku, ya.']","Senang sekali mendengar bahwa kamu merasa lebih lega setelah membicarakannya. Itu langkah besar, dan aku sangat menghargai keberanianmu. Jika kamu membutuhkan ruang untuk berbagi lebih lanjut atau hanya butuh seseorang untuk berbicara, aku di sini untuk mendengarkan. Mari kita jadwalkan pertemuan lagi untuk memantau kemajuanmu dan melihat bagaimana aku bisa membantumu lebih lanjut.","Saya senang ketika kamu merasa lebih lega setelah sesi ini. Saya juga mendukung keputusanmu untuk mencoba hal baru. Dari kacamata Firman Tuhan dalam Matius 11 : 28 ""Marilah kepada-Ku, semua yang letih lesu dan berbeban berat, Aku akan memberi kelegaan kepadamu."", Tuhan selalu membuka pintu bagi siapa saja yang lelah dan rasa lega yang kamu rasakan merupakan bentuk nyata dari kelegaan yang Tuhan berikan ketika kamu terbuka dan tidak memendamnya",1
Saya biasanya hanya diam dan memendam perasaan saya. Saya tidak ingin marah karena takut dianggap anak yang durhaka.,pembahasan,False,[Tahap Konseling: pembahasan] Saya biasanya hanya diam dan memendam perasaan saya. Saya tidak ingin marah karena takut dianggap anak yang durhaka.,['Saya bisa memahami perasaanmu. Kamu merasa terjebak antara harus menuruti harapan keluargamu dan keinginanmu sendiri. Bagaimana perasaanmu saat ini tentang hubunganmu dengan mereka?'],Saya bisa merasakan betapa beratnya perasaanmu saat ini. Kamu merasa takut untuk mengekspresikan perasaanmu karena khawatir dianggap tidak baik. Bagaimana perasaanmu saat kamu memendam semua perasaan itu? Apakah itu membuatmu merasa lebih lega atau justru makin memberatkan?,Saya bisa memahami perasaanmu. Kamu merasa sulit memilih antara memenuhi harapan keluarga dan mengejar apa yang kamu inginkan sendiri. Bagaimana perasaanmu sekarang terhadap hubunganmu dengan mereka?,1
"Terima kasih, Kak. Aku akan coba semuanya, semoga bisa lebih baik.",penutupan,False,"[Tahap Konseling: penutupan] Terima kasih, Kak. Aku akan coba semuanya, semoga bisa lebih baik.","['Aku yakin kamu bisa! Kita akan lanjutkan sesi berikutnya untuk membahas bagaimana perkembanganmu. Jika kamu butuh sesuatu sebelum pertemuan berikutnya, jangan ragu untuk menghubungiku, ya']","Senang sekali mendengar bahwa kamu siap untuk mencoba dan bergerak maju. Aku yakin bahwa dengan keteguhan hati dan semangat yang kamu miliki, kamu pasti bisa melewati tantangan ini dan menjadi lebih baik. 

Aku ingin mengucapkan terima kasih atas kepercayaanmu untuk berbagi cerita dan perasaanmu dengan aku. Ini merupakan langkah besar dalam proses penyembuhan dan pertumbuhan pribadi. Jangan ragu untuk menghubungiku jika kamu membutuhkan dukungan atau hanya ingin berbicara.

Sebelum kita akhiri pertemuan hari ini, aku ingin berdoa agar Tuhan memberimu kekuatan, pengharapan, dan kedamaian di hati. Semoga kamu merasakan kasih sayang dan perlindungan-Nya setiap hari.

Jika kamu merasa membutuhkan pendampingan lebih lanjut dari konselor profesional, kami bisa membantu menghubungkanmu. Apakah kamu mau?",Saya senang mendengarnya. Saya selalu berharap keputusanmu untuk mencoba semuanya bisa membuatmu berkembang untuk lebih baik. Semangat,1
"Aku mau coba, tapi gimana caranya?",solusi,False,"[Tahap Konseling: solusi] Aku mau coba, tapi gimana caranya?","['Kita bisa mulai dengan membuat to-do list harian atau jadwal belajar yang lebih terstruktur, supaya kamu nggak merasa kewalahan. Kita juga bisa mencari metode belajar yang lebih interaktif, misalnya dengan diskusi kelompok atau membuat ringkasan materi sendiri.']","Mari kita mulai dengan menetapkan tujuan yang spesifik dan membuat rencana aksi yang konkret. Apa yang ingin kamu capai dengan mencoba ini? Kita bisa membuat daftar kegiatan harian atau mingguan yang lebih terorganisir, sehingga kamu bisa fokus pada langkah-langkah yang perlu diambil tanpa merasa kewalahan. Selain itu, kita juga bisa mencari sumber daya atau metode yang lebih sesuai dengan gaya belajar atau kerjamu, seperti mencari tutorial online atau bergabung dengan komunitas yang relevan. Bagaimana jika kita mulai dengan mengidentifikasi satu atau dua langkah kecil yang bisa kamu ambil hari ini atau besok?","Kita dapat mengawali lewat menyusun daftar tugas harian ataupun agenda belajar yang makin terencana, agar kamu tidak merasa terbebani.Kita pun dapat memilih cara belajar yang makin interaktif, misalnya melalui perbincangan kelompok ataupun menyusun ringkasan pelajaran mandiri. Dan jangan lupa serahkan perbuatanmu kepada Tuhan dan biarkam Tuhan berkehendak seperti di Amsal 16 : 3 ""Serahkanlah perbuatanmu kepada TUHAN, maka terlaksanalah segala rencanamu.""",1
Saya mengerti. Saya akan coba perlahan.,solusi,False,[Tahap Konseling: solusi] Saya mengerti. Saya akan coba perlahan.,"['Saya juga ingin membahas tentang bagaimana kamu bisa berdamai dengan perasaanmu terhadap Abang tersebut. Memaafkan bukan berarti membenarkan perbuatannya, tapi lebih kepada membebaskan diri dari rasa sakit yang terus membebani kamu.']","Saya senang kamu sudah memiliki niat untuk mencoba perlahan. Sekarang, mari kita bahas langkah-langkah kecil yang bisa kamu ambil setiap hari untuk memulai proses ini. Apa yang kamu pikir bisa menjadi langkah pertama yang realistis bagi kamu?","Saya juga ingin membahas bagaimana Anda bisa menata kembali perasaan Anda terhadap pria tersebut. Memaafkannya bukan berarti menerima perilakunya, melainkan membebaskan diri Anda dari rasa sakit yang terus menghambat langkah Anda.",1
"Saya suka latihan ini, Kak. Saya merasa lebih baik setelah mengatakannya.",relaksasi,False,"[Tahap Konseling: relaksasi] Saya suka latihan ini, Kak. Saya merasa lebih baik setelah mengatakannya.","['Bagus! Kamu bisa melakukan ini setiap hari untuk membantumu mengubah cara berpikir dan membangun kepercayaan diri.', 'Mazmur 126:5 - Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai.']","Senang sekali mendengar bahwa kamu merasa lebih baik setelah melakukan latihan itu! Itu merupakan langkah yang sangat baik dalam proses penyembuhan dan pertumbuhan pribadi. Sekarang, bagaimana perasaanmu sekarang setelah melakukannya? Apakah ada perubahan atau pemahaman baru yang kamu dapatkan tentang dirimu sendiri? 

Ingat, setiap langkah kecil yang kita ambil menuju kesembuhan dan pemahaman diri adalah sebuah keberhasilan. Dan seperti yang dikatakan dalam Mazmur 126:5, ""Orang-orang yang menabur dengan mencucurkan air mata, akan menuai dengan bersorak-sorai."" Ini mengingatkan kita bahwa setiap usaha dan jerih payah yang kita lakukan, meskipun dengan kesulitan dan air mata, akan berbuah menjadi kegembiraan dan kebahagiaan di masa depan. Teruslah berjalan dan percayalah pada proses ini, karena kamu sedang menuju ke arah yang lebih baik.","Hebat! Engkau dapat mempraktikkan langkah ini setiap hari guna menolongmu memperbarui cara pandang serta memupuk keyakinan. Firman berkata terkait ini di Filipi 4 : 13 ""Segala perkara dapat kutanggung di dalam Dia yang memberi kekuatan kepadaku."", Tuhan selalu menyertai dan menguatkan dalam setiap perkara yang kita alami",1
"Iya, Kak… Makanya aku sering diem aja, aku lebih milih nggak cerita lagi ke mama soal perasaanku.",pembahasan,False,"[Tahap Konseling: pembahasan] Iya, Kak… Makanya aku sering diem aja, aku lebih milih nggak cerita lagi ke mama soal perasaanku.",['Aku paham… Menyimpan perasaan itu sendiri pasti terasa berat. Apa kamu pernah mencoba menyalurkan perasaanmu dengan cara lain?'],"Aku paham, sepertinya menyimpan perasaanmu itu membuatmu merasa sedih dan kehilangan. Apa yang membuatmu merasa lebih aman dengan tidak berbagi perasaanmu kepada mama?",Aku mengerti… Memang terasa berat untuk menyimpan perasaan itu sendiri. Pernahkah kamu mencoba mengekspresikan perasaanmu dengan cara yang berbeda?,1
"Halo Kak, sebenarnya hari ini perasaanku lebih baik dibanding pertemuan sebelumnya. Aku mencoba beberapa hal yang kita diskusikan, seperti lebih aktif bergerak dan berlibur sebentar. Itu cukup membantu.",pembahasan,False,"[Tahap Konseling: pembahasan] Halo Kak, sebenarnya hari ini perasaanku lebih baik dibanding pertemuan sebelumnya. Aku mencoba beberapa hal yang kita diskusikan, seperti lebih aktif bergerak dan berlibur sebentar. Itu cukup membantu.",['Itu kabar yang baik! Senang mendengar bahwa strategi yang kita bahas sebelumnya bisa membantumu. Apa ada hal lain yang ingin kamu ceritakan hari ini?'],Senang sekali mendengar bahwa perasaanmu lebih baik sekarang! Terdengar seperti strategi yang kita bahas sebelumnya memang membantu. Apa yang paling membuatmu merasa lega atau berbeda setelah mencoba beberapa hal baru itu?,Itu kabar yang baik! Senang mendengar bahwa strategi yang kita bahas sebelumnya bisa membantumu. Apa ada hal lain yang ingin kamu ceritakan hari ini?,1
